Ciclo;CRS;Município;Código do IBGE;Ano;Número da armadilha;Ovos;Link;Latitude;Longitude;Resultado;Semana;Lat_lng
Fevereiro;;Montes Claros;3143302;2024;74;87;Montes Claros_74;-16,69374;-43,81034;Positiva;5;-16.69374,-43.81034
Fevereiro;;Montes Claros;3143302;2024;74;22;Montes Claros_74;-16,69374;-43,81034;Positiva;7;-16.69374,-43.81034
Fevereiro;;Montes Claros;3143302;2024;75;0;Montes Claros_75;-16,69693;-43,87917;Negativa;5;-16.69693,-43.87917
Fevereiro;;Montes Claros;3143302;2024;75;1;Montes Claros_75;-16,69693;-43,87917;Positiva;7;-16.69693,-43.87917
Fevereiro;;Montes Claros;3143302;2024;76;0;Montes Claros_76;-16,69674;-43,87437;Negativa;5;-16.69674,-43.87437
Fevereiro;;Montes Claros;3143302;2024;76;0;Montes Claros_76;-16,69674;-43,87437;Negativa;7;-16.69674,-43.87437
Fevereiro;;Montes Claros;3143302;2024;77;111;Montes Claros_77;-16,69639;-43,87053;Positiva;5;-16.69639,-43.87053
Fevereiro;;Montes Claros;3143302;2024;77;3;Montes Claros_77;-16,69639;-43,87053;Positiva;7;-16.69639,-43.87053
Fevereiro;;Montes Claros;3143302;2024;78;0;Montes Claros_78;-16,69711;-43,86235;Negativa;5;-16.69711,-43.86235
Fevereiro;;Montes Claros;3143302;2024;78;0;Montes Claros_78;-16,69711;-43,86235;Negativa;7;-16.69711,-43.86235
Fevereiro;;Montes Claros;3143302;2024;79;0;Montes Claros_79;-16,69601;-43,85485;Negativa;5;-16.69601,-43.85485
Fevereiro;;Montes Claros;3143302;2024;79;62;Montes Claros_79;-16,69601;-43,85485;Positiva;7;-16.69601,-43.85485
Fevereiro;;Montes Claros;3143302;2024;80;10;Montes Claros_80;-16,69640;-43,85234;Positiva;5;-16.69640,-43.85234
Fevereiro;;Montes Claros;3143302;2024;80;167;Montes Claros_80;-16,69640;-43,85234;Positiva;7;-16.69640,-43.85234
Fevereiro;;Montes Claros;3143302;2024;81;93;Montes Claros_81;-16,69661;-43,84972;Positiva;5;-16.69661,-43.84972
Fevereiro;;Montes Claros;3143302;2024;81;11;Montes Claros_81;-16,69661;-43,84972;Positiva;7;-16.69661,-43.84972
Fevereiro;;Montes Claros;3143302;2024;82;0;Montes Claros_82;-16,69624;-43,84593;Negativa;5;-16.69624,-43.84593
Fevereiro;;Montes Claros;3143302;2024;82;6;Montes Claros_82;-16,69624;-43,84593;Positiva;7;-16.69624,-43.84593
Fevereiro;;Montes Claros;3143302;2024;83;0;Montes Claros_83;-16,69609;-43,84361;Negativa;5;-16.69609,-43.84361
Fevereiro;;Montes Claros;3143302;2024;83;18;Montes Claros_83;-16,69609;-43,84361;Positiva;7;-16.69609,-43.84361
Fevereiro;;Montes Claros;3143302;2024;84;52;Montes Claros_84;-16,69616;-43,84025;Positiva;5;-16.69616,-43.84025
Fevereiro;;Montes Claros;3143302;2024;84;1;Montes Claros_84;-16,69616;-43,84025;Positiva;7;-16.69616,-43.84025
Fevereiro;;Montes Claros;3143302;2024;85;22;Montes Claros_85;-16,69639;-43,83725;Positiva;5;-16.69639,-43.83725
Fevereiro;;Montes Claros;3143302;2024;85;0;Montes Claros_85;-16,69639;-43,83725;Negativa;7;-16.69639,-43.83725
Fevereiro;;Montes Claros;3143302;2024;86;0;Montes Claros_86;-16,69669;-43,83382;Negativa;5;-16.69669,-43.83382
Fevereiro;;Montes Claros;3143302;2024;86;19;Montes Claros_86;-16,69669;-43,83382;Positiva;7;-16.69669,-43.83382
Fevereiro;;Montes Claros;3143302;2024;87;46;Montes Claros_87;-16,69642;-43,82209;Positiva;5;-16.69642,-43.82209
Fevereiro;;Montes Claros;3143302;2024;87;0;Montes Claros_87;-16,69642;-43,82209;Negativa;7;-16.69642,-43.82209
Fevereiro;;Montes Claros;3143302;2024;88;19;Montes Claros_88;-16,69661;-43,81306;Positiva;5;-16.69661,-43.81306
Fevereiro;;Montes Claros;3143302;2024;88;4;Montes Claros_88;-16,69661;-43,81306;Positiva;7;-16.69661,-43.81306
Fevereiro;;Montes Claros;3143302;2024;89;27;Montes Claros_89;-16,69626;-43,81016;Positiva;5;-16.69626,-43.81016
Fevereiro;;Montes Claros;3143302;2024;89;91;Montes Claros_89;-16,69626;-43,81016;Positiva;7;-16.69626,-43.81016
Fevereiro;;Montes Claros;3143302;2024;90;139;Montes Claros_90;-16,69609;-43,80717;Positiva;5;-16.69609,-43.80717
Fevereiro;;Montes Claros;3143302;2024;90;13;Montes Claros_90;-16,69609;-43,80717;Positiva;7;-16.69609,-43.80717
Fevereiro;;Montes Claros;3143302;2024;91;117;Montes Claros_91;-16,69618;-43,80434;Positiva;5;-16.69618,-43.80434
Fevereiro;;Montes Claros;3143302;2024;91;36;Montes Claros_91;-16,69618;-43,80434;Positiva;7;-16.69618,-43.80434
Fevereiro;;Montes Claros;3143302;2024;92;33;Montes Claros_92;-16,69949;-43,88074;Positiva;5;-16.69949,-43.88074
Fevereiro;;Montes Claros;3143302;2024;92;73;Montes Claros_92;-16,69949;-43,88074;Positiva;7;-16.69949,-43.88074
Fevereiro;;Montes Claros;3143302;2024;93;21;Montes Claros_93;-16,70020;-43,87509;Positiva;5;-16.70020,-43.87509
Fevereiro;;Montes Claros;3143302;2024;93;25;Montes Claros_93;-16,70020;-43,87509;Positiva;7;-16.70020,-43.87509
Fevereiro;;Montes Claros;3143302;2024;94;0;Montes Claros_94;-16,69960;-43,87288;Negativa;5;-16.69960,-43.87288
Fevereiro;;Montes Claros;3143302;2024;94;3;Montes Claros_94;-16,69960;-43,87288;Positiva;7;-16.69960,-43.87288
Fevereiro;;Montes Claros;3143302;2024;95;0;Montes Claros_95;-16,69954;-43,86983;Negativa;5;-16.69954,-43.86983
Fevereiro;;Montes Claros;3143302;2024;95;0;Montes Claros_95;-16,69954;-43,86983;Negativa;7;-16.69954,-43.86983
Fevereiro;;Montes Claros;3143302;2024;96;0;Montes Claros_96;-16,69916;-43,86667;Negativa;5;-16.69916,-43.86667
Fevereiro;;Montes Claros;3143302;2024;96;0;Montes Claros_96;-16,69916;-43,86667;Negativa;7;-16.69916,-43.86667
Fevereiro;;Montes Claros;3143302;2024;97;0;Montes Claros_97;-16,69925;-43,86047;Negativa;5;-16.69925,-43.86047
Fevereiro;;Montes Claros;3143302;2024;97;0;Montes Claros_97;-16,69925;-43,86047;Negativa;7;-16.69925,-43.86047
Fevereiro;;Montes Claros;3143302;2024;98;0;Montes Claros_98;-16,69988;-43,85484;Negativa;5;-16.69988,-43.85484
Fevereiro;;Montes Claros;3143302;2024;98;0;Montes Claros_98;-16,69988;-43,85484;Negativa;7;-16.69988,-43.85484
Fevereiro;;Montes Claros;3143302;2024;99;44;Montes Claros_99;-16,69874;-43,85179;Positiva;5;-16.69874,-43.85179
Fevereiro;;Montes Claros;3143302;2024;99;0;Montes Claros_99;-16,69874;-43,85179;Negativa;7;-16.69874,-43.85179
Fevereiro;;Montes Claros;3143302;2024;100;97;Montes Claros_100;-16,69971;-43,84889;Positiva;5;-16.69971,-43.84889
Fevereiro;;Montes Claros;3143302;2024;100;130;Montes Claros_100;-16,69971;-43,84889;Positiva;7;-16.69971,-43.84889
Fevereiro;;Montes Claros;3143302;2024;101;229;Montes Claros_101;-16,69947;-43,84303;Positiva;5;-16.69947,-43.84303
Fevereiro;;Montes Claros;3143302;2024;101;59;Montes Claros_101;-16,69947;-43,84303;Positiva;7;-16.69947,-43.84303
Fevereiro;;Montes Claros;3143302;2024;102;0;Montes Claros_102;-16,69998;-43,83793;Negativa;5;-16.69998,-43.83793
Fevereiro;;Montes Claros;3143302;2024;102;0;Montes Claros_102;-16,69998;-43,83793;Negativa;7;-16.69998,-43.83793
Fevereiro;;Montes Claros;3143302;2024;103;0;Montes Claros_103;-16,70004;-43,83475;Negativa;5;-16.70004,-43.83475
Fevereiro;;Montes Claros;3143302;2024;103;74;Montes Claros_103;-16,70004;-43,83475;Positiva;7;-16.70004,-43.83475
Fevereiro;;Montes Claros;3143302;2024;104;94;Montes Claros_104;-16,69914;-43,82373;Positiva;5;-16.69914,-43.82373
Fevereiro;;Montes Claros;3143302;2024;104;0;Montes Claros_104;-16,69914;-43,82373;Negativa;7;-16.69914,-43.82373
